Year,State,Race,Division,Democrat,Republican,Prohibitionist,Socialist,Communist,Scattering,"Prog., Ind.",Liberty,Unaffiliated,"Dem., Rep.","Rep., Dem.",Ind.,Farm.-Lab.,Soc.-Lab.,Ind. Rep.,Wet,National,Prog.,American,Indus.,B&T Rep.,LW Rep.,Pers. Choice,Sec,Law Pres.,Civic S.,"Rep., Law P.",Jeffers.,Liberal,Jobless,Rep. & Lib.,"Rep., Dem., Lib., Roose P.",Fair Play,"Rep., Lib., Roose P.","Dem., Lab.","Rep., Roose P.","Dem., Anti-Carp.","Rep., Lib.","Dem., Roose P.","Rep., Prohib.","Dem., Repeal","Dem., Soc.","Rep., Dem., Prohib.","Rep., Liberal, Nonp.","Dem., United Drys, Roose P.",United Drys,"Prohib., Enforcement Allies",Citizens,"Rep., Prohib., Nonp., Soc.","Dem., Prohib.","Rep., Prohib., Nonp.","Dem., Nonp.","Rep., Prohib., Soc.","Rep., Prohib., Nonp.","Dem., Jobless","Rep., Prohib.","Dem., Lib., Ind.","Rep., Ind., Nonp.",Peoples,"Rep., Dem., Prohib., Ind., Nonp.",Repeal,"Rep., Jobless, Roosevelt, Nonp.",Nonp.,"Dem., Ind., Jobless, Labor, Roosevelt, Nonp.","Dem., Jobless, No Party, Ind.","Rep., Lib., Nonp.",Ind. Dry,Jacksonian,Ind. Communist
1932,NY,Representative,25,63345,80909,,2472,,,,,,,,,,,,,,,,,,,,,2366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NY,Representative,26,43174,61687,,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NY,Representative,27,46154,,,911,,,,,,,,,,,,,,,,,,,,,,,52099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NY,Representative,28,89096,47706,,873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NY,Representative,29,46935,,,789,,,,,,,,,,,,,,,,,,,,,,,65359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NY,Representative,30,42632,,,2221,,,,,,,,,,,,,,,,,,,,,,,55981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NY,Representative,31,35153,47937,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NY,Representative,32,34199,,,751,,,,,,,,,,,,,,,,,,,,,,,56654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NY,Representative,33,53427,,,1119,,,,,,,,,,,,,,,,,,,,,,,52398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NY,Representative,34,44174,58735,,718,,,,,,,,,,,,,,,,,,,,,6676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NY,Representative,35,60376,79345,,2950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NY,Representative,36,36648,,,896,,,,,,,,,,,,,,,,,,,,,,,58484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NY,Representative,37,48048,55305,,1401,,,,,,,,,,,,,,,,,,,,,,,,,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NY,Representative,38,58775,64003,,3637,,,,,,,,,,,,,,,,,,,,,12097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NY,Representative,39,35367,50855,,1500,,,,,,,,,,,,,,,,,,,,,20209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NY,Representative,40,54363,92929,,3209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NY,Representative,41,45120,42743,,2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NY,Representative,42,51516,30230,,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NY,Representative,43,34561,,,2690,,,,,,,,,,,,,,,,,,,,,,,55988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NY,Representative,At Large,4697414,3496668,,330429,143058,,,,,,,,,24169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NC,President,All,497566,208344,,5591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NC,Senator,All,482133,220524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NC,Representative,1,32790,3313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NC,Representative,2,34325,1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NC,Representative,3,30395,11146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NC,Representative,4,51103,16129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NC,Representative,5,40825,17326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NC,Representative,6,38024,18093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NC,Representative,7,35416,8657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NC,Representative,8,49584,26260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NC,Representative,9,51145,29421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NC,Representative,10,63776,43067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,NC,Representative,11,64667,39180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,ND,President,All,178350,71772,,3521,830,,,1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,ND,Senator,All,172796,65612,,,,,,,,,,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,ND,Representative,All,144354,279678,,,,,,,,,,1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,President,All,1301695,1227679,7421,64094,7231,,,,,,,,,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Senator,All,1293175,1126832,34760,,7227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,1,55416,66018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,2,57258,58971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,3,85069,66107,,4178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,4,59003,49100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,5,44433,29605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,6,50913,39668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,7,57715,65064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,8,45930,41234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,9,56755,54078,,1314,620,,,,,,,6335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,10,29027,41654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,11,44380,26075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,12,63135,62704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,13,56070,39122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,14,93057,78852,,,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,15,50313,38113,,,,,,,,,,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,16,67670,63609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,17,55296,51601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,18,56562,56010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,19,65024,74534,,,,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,20,52933,,,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,21,49436,25527,,,672,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,22,98427,171296,,,803,,,,,,,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OH,Representative,At Large,2407577,2212129,42469,,13060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OK,President,All,519468,188165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OK,Senator,All,426130,218854,,,,,,,,,,4520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OK,Representative,1,81080,46472,,,,,,,,,,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OK,Representative,2,46710,19567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OK,Representative,3,59090,10255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OK,Representative,4,61867,20069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OK,Representative,5,64303,35785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OK,Representative,6,53869,14048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OK,Representative,7,43809,8756,,,,,,,,,,3651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OK,Representative,8,51404,31677,,,,,,,,,,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OK,Representative,At Large,467644,171415,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OR,President,All,213871,136019,,15450,1681,,,,,,,,,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OR,Senator,All,137237,186210,,12266,2555,,,,,,,11859,,3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OR,Representative,1,60066,82443,,4173,,,,,,,,12417,,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OR,Representative,2,30219,25169,,1258,,,,,,,,5133,,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,OR,Representative,3,74397,40650,,5015,1154,,,,,,,3659,,1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,President,All,1295948,1453540,11319,91119,5658,34,,,,,,,,,,,,,,659,,,,,,,,,,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Senator,All,1200760,,106602,91456,6426,145,,,,,,,,,,,,,,,,,,,,,,,,,1375489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,1,,,,819,362,10,,,,,,,,,,,,,,,,,,,,,,,,,,65508,4933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,2,,,,1128,382,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,42233,27571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,3,37487,,,1499,321,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,4,36198,43086,,1745,471,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,5,,,,3441,255,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,49516,,,36240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,6,,,,1996,687,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44884,40440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,7,35096,62031,,2593,,6,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,8,32139,,1454,2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,9,37490,40726,,2796,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,10,,,,2361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62682,36841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,11,,,,2361,,,,,,,69684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,12,,57377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55650,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,13,,,5055,4374,348,2,,,,,,,,,,,,,,,,,,,,,,,,,,97120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,14,29386,22898,,19319,,,,1,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,15,,,,2935,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71345,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,16,24671,,,1732,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,17,,,,2912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59694,32707,2419,1989,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,18,19230,28749,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11568,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,19,37752,59120,2353,2555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,20,38798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44754,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,21,39996,34189,,1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,22,,32966,,1140,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47648,,,,,,,,,,,,,,,,,,,
1932,PA,Representative,23,,,,2573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35342,33950,,,,,,,,,,,,,,,,,
1932,PA,Representative,24,31144,,,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26095,,,,,,,,,,,,,,,,,,
1932,PA,Representative,25,36781,,,1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27351,,,,,,,,,,,,,,,,,,
1932,PA,Representative,26,38402,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45029,,,,,,,,,,,,,,,,
1932,PA,Representative,27,42763,,,2624,386,3,,,,,,,,,,,,,,,,,,,,,,,4819,802,,,,,,,,,,,,,,,,,,,,,,,,52887,,,,,,,,,,,,,,,
1932,PA,Representative,28,,,,3161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43619,32177,,,,,,,,,,,,,
1932,PA,Representative,29,,,,1877,106,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27949,,,,,,,,,,,,,,,,,30106,,,,,,,,,,,,
1932,PA,Representative,30,35186,,1159,2553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35045,585,,,,,,,,,,
1932,PA,Representative,31,,,,5620,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68944,6031,,,,,,,,
1932,PA,Representative,32,18986,,823,1029,165,2,,,,,,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24785,,,,,,,
1932,PA,Representative,33,,30076,1033,1673,112,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35612,,,,,
1932,PA,Representative,34,,,1575,3191,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40651,36101,,,
1932,RI,President,All,146604,115266,183,3138,546,,,,,,,,,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,RI,Representative,1,70429,55940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,,
1932,RI,Representative,2,72971,59993,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,SC,President,All,102347,1978,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,SC,Senator,All,104472,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,SC,Representative,1,14415,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,SC,Representative,2,18699,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,SC,Representative,3,19286,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,SC,Representative,4,23041,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,SC,Representative,5,15046,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,SC,Representative,6,14159,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,SD,President,All,183515,99212,463,1551,364,,,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,SD,Senator,All,125731,151845,,,,,,3873,,,,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,SD,Representative,1,110047,92062,,,,,,3332,,,,1764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,SD,Representative,2,36839,29066,,,,,,,,,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TN,President,All,259817,126806,1995,1786,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TN,Representative,1,7950,30366,,,,,,,90,,,27888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TN,Representative,2,22818,32460,,,,,,,1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TN,Representative,3,28778,1252,,,,,,,1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TN,Representative,4,30580,5882,,,,,,,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TN,Representative,5,33833,4066,,,,,,,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TN,Representative,6,15779,3915,,,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TN,Representative,7,20294,5485,,,,,,,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TN,Representative,8,19871,2307,,,,,,,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TN,Representative,9,38001,2953,,,,,,,1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TX,President,All,760348,97959,,4450,207,34,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,
1932,TX,Representative,1,30854,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TX,Representative,2,51999,2522,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TX,Representative,3,28525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TX,Representative,4,23404,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TX,Representative,5,52598,4539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TX,Representative,6,31621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TX,Representative,7,29361,1421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TX,Representative,8,57882,5005,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TX,Representative,9,36522,1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TX,Representative,10,33232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TX,Representative,11,38186,1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TX,Representative,12,41151,2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TX,Representative,13,38657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,TX,Representative,14,69471,6456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
